TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;21:27;POTENGI;R CRUZEIRO DO OESTE - EM FRENTE AO Nº 137;MASCULINO;BRANCA;25;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;12;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;13:56;POTENGI;R CURITIBANOS, Nº01, CONJ SANTA CATARINA;FEMININO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;28;domingo;ADULTO;14;VESPERTINO
HOMICIDIO;23:35;POTENGI;R VOLTA REDONDA, CONJUNTO SANTA CATARINA;FEMININO;PARDA;23;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;15;terça-feira;ADULTO;24;NOTURNO
HOMICIDIO;07:10;POTENGI;TV AUGUSTO SEZINO, 35, DENTRO DA RESIDENCIA;MASCULINO;NEGRA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;7;quinta-feira;ADULTO;7;MATUTINO
HOMICIDIO;NI;POTENGI;PRACA IAPICARA, PROXIMO AO SUPERMERCADO NORDESTAO, NO CONJUNTO SANTA CATARINA;MASCULINO;NEGRA;22;NI;NI;ARMA BRANCA;junho;3;terça-feira;ADULTO;NI;NI
HOMICIDIO;20:29;POTENGI;R CEL BORGES EM FRENTE A CASA Nº 861;MASCULINO;PARDA;23;NI;NI;ARMA BRANCA;novembro;19;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;21:27;POTENGI;AREA DE LAZER DE PANATIS;MASCULINO;NEGRA;25;NI;NI;ARMA DE FOGO;junho;23;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;NI;POTENGI;AV APUCARANA;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;outubro;21;terça-feira;ADULTO;NI;NI
HOMICIDIO;21:27;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;23;DESEMPREGADO;NI;ARMA DE FOGO;julho;26;sábado;ADULTO;21;NOTURNO
HOMICIDIO;23:51;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;BRANCA;20;DESOCUPADO(A);NI;ARMA DE FOGO;abril;30;quarta-feira;ADULTO;24;NOTURNO
HOMICIDIO;23:51;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;22;DESOCUPADO(A);NI;ARMA DE FOGO;setembro;21;domingo;ADULTO;24;NOTURNO
HOMICIDIO;23:35;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;37;VENDEDOR AMBULANTE;NI;ARMA DE FOGO;abril;19;sábado;ADULTO;24;NOTURNO
HOMICIDIO;19:15;POTENGI;AV FLORIANOPOLIS;MASCULINO;BRANCA;31;DESOCUPADO(A);NI;ARMA DE FOGO;janeiro;19;domingo;ADULTO;19;NOTURNO
HOMICIDIO;14:18;POTENGI;AV ITAPETINGA;MASCULINO;BRANCA;29;EX DETENTO TRABALHADOR;NI;ARMA DE FOGO;janeiro;22;quarta-feira;ADULTO;14;VESPERTINO
HOMICIDIO;NI;POTENGI;AV JOAO MEDEIROS FILHO;MASCULINO;NEGRA;25;NI;NI;ARMA DE FOGO;maio;21;quarta-feira;ADULTO;NI;NI
HOMICIDIO;21:27;POTENGI;AV SENHOR DO BOMFIM, CJ SANTA CATARINA;MASCULINO;NEGRA;50;NI;NI;ARMA DE FOGO;junho;9;segunda-feira;ADULTO;21;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;15:19;POTENGI;HOSPITAL DR JOSE PEDRO BEZERRA (R ARAQUARI, S/N CONJUNTO SANTA CATARINA);MASCULINO;PARDA;21;NI;NI;ARMA DE FOGO;novembro;21;sexta-feira;ADULTO;15;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;POTENGI;HOSPITAL SANTA CATARINA (R ARAGUARI);MASCULINO;PARDA;36;NI;NI;ARMA DE FOGO;novembro;21;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;18:00;POTENGI;R ALTO DA TORRE Nº 25;MASCULINO;NEGRA;18;NI;NI;ARMA DE FOGO;março;5;quarta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;POTENGI;R ITABUNA, CONJ SOLEDADE 1;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;dezembro;20;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;19:27;POTENGI;R PRACA IGUARACU Nº 35 -CONJUNTO SANTAREM;MASCULINO;NEGRA;29;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;14;terça-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:21;POTENGI;CADEIA PUBLICA DE NATAL: RAIMUNDO NONATO, AV ITAPETINGA, S/N;MASCULINO;NEGRA;18;DETENTO;NI;ASFIXIA MECANICA PROVOCADA;janeiro;18;sábado;ADULTO;19;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;16:12;POTENGI;OBS - NAO DETERMINADO NA VIA DO DELEGADO ZONA NORTE LK;MASCULINO;PARDA;18;DESOCUPADO(A);NI;CARBONIZACAO;janeiro;13;segunda-feira;ADULTO;16;VESPERTINO
HOMICIDIO;15:43;POTENGI;CADEIA PUBLICA DE NATAL (RAIMUNDO NONATO) AV ITAPETINGA, S/N - ESPANCADO POR COLEGAS MORREU NO HOSPITAL;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ESPANCAMENTO;julho;26;sábado;ADULTO;16;VESPERTINO
HOMICIDIO;18:00;PRAIA DO MEIO;AV 25 DE DEZEMBRO;MASCULINO;PARDA;27;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;26;quarta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:32;PRAIA DO MEIO;R DARCY MARGAS;MASCULINO;PARDA;30;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;18;sábado;ADULTO;22;NOTURNO
HOMICIDIO;09:00;PRAIA DO MEIO;R FELICIANO DIAS;MASCULINO;NEGRA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;9;quarta-feira;ADULTO;9;MATUTINO
HOMICIDIO;18:00;PRAIA DO MEIO;R 25 DE DEZEMBRO;FEMININO;BRANCA;32;ACOMPANHANTE INTIMO;NI;ARMA DE FOGO;setembro;9;terça-feira;ADULTO;18;VESPERTINO
ESTUPRO SEGUIDO DE MORTE;20:25;PRAIA DO MEIO;R RODRIGUES DIAS;FEMININO;PARDA;27;NI;NI;ASFIXIA MECANICA PROVOCADA;dezembro;24;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;23:38;QUINTAS;R GENERAL ORLANDO GEISEL Nº 81 LC;MASCULINO;NEGRA;31;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;janeiro;11;sábado;ADULTO;24;NOTURNO
HOMICIDIO;18:00;QUINTAS;R SAO GERALDO, 187 C;MASCULINO;PARDA;34;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;dezembro;7;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;NI;QUINTAS;R DR MARIO NEGOCIO, VIA PUBLICA;MASCULINO;PARDA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;25;sexta-feira;ADULTO;NI;NI
HOMICIDIO;18:00;QUINTAS;R SANTA HELENA;MASCULINO;PARDA;27;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;26;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;04:57;QUINTAS;R: NOVA JERUSALEM, Nº 24 (DENTRO DE SUA RESIDENCIA);FEMININO;PARDA;29;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;7;domingo;ADULTO;5;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;21:32;QUINTAS;MORTE APARENTEMENTE POR OVERDOSE, SENDO CONFIRMADA ACAO CONDUNTE EM LAUDO DO SITE ITEP EM 25/4/2014 (LAUDO RETIRADO DO LIVRO);FEMININO;PARDA;41;DO LAR;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;abril;18;sexta-feira;ADULTO;22;NOTURNO
HOMICIDIO;18:00;QUINTAS;R VILA FERREVIARIA;MASCULINO;NEGRA;18;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;14;sexta-feira;ADULTO;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;19:44;QUINTAS;AV CEL ESTEVAM;MASCULINO;PARDA;23;NI;NI;ARMA BRANCA;dezembro;21;domingo;ADULTO;20;NOTURNO
HOMICIDIO;21:27;QUINTAS;R DR JOSE NEVES;MASCULINO;BRANCA;37;DESEMPREGADO;NI;ARMA BRANCA;fevereiro;3;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;NI;QUINTAS;ENCONTRADO AS MARGENS DO RIO POTENGI;MASCULINO;PARDA;26;DESEMPREGADO;NI;ARMA DE FOGO;maio;1;quinta-feira;ADULTO;NI;NI
HOMICIDIO;19:46;QUINTAS;ENCONTRADO NA LAGOA DE CAPTACAO DA CAERN ATRAS DA 7 DP;MASCULINO;NEGRA;28;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;16;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;22:55;QUINTAS;R ARI PARREIRA,1476,;MASCULINO;NEGRA;29;DESEMPREGADO;NI;ARMA DE FOGO;agosto;18;segunda-feira;ADULTO;23;NOTURNO
HOMICIDIO;19:46;QUINTAS;R CONEGO MONTE;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;junho;23;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;23:21;QUINTAS;R DOS PAIATIS EM FRENTE A CASA DE N 174;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;julho;1;terça-feira;ADULTO;23;NOTURNO
HOMICIDIO;18:00;QUINTAS;R RIO POTENGI;MASCULINO;NEGRA;38;NI;NI;ARMA DE FOGO;junho;17;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;REDINHA;R LUIZ JUSTINO DE OLIVEIRA Nº 30;MASCULINO;BRANCA;27;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;23;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;18:00;REDINHA;R MANOEL CAETANO - QUINTAL DO BAR DO EDILSON;MASCULINO;BRANCA;19;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;9;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;NI;REDINHA;MANGUE ABAIXO DA PONTE NEWTON NAVARRO;MASCULINO;PARDA;32;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;11;terça-feira;ADULTO;NI;NI
HOMICIDIO;19:46;REDINHA;R BAEPENDI, 868;MASCULINO;NEGRA;43;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;6;domingo;ADULTO;20;NOTURNO
HOMICIDIO;NI;REDINHA;MERCADO PUBLICO DA REDINHA;MASCULINO;NEGRA;23;PESCADOR;NI;ARMA DE FOGO;março;2;domingo;ADULTO;NI;NI
HOMICIDIO;18:00;REDINHA;PROXIMO A QUADRA DE ESPORTES;MASCULINO;BRANCA;28;NI;NI;ARMA DE FOGO;novembro;4;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;REDINHA;R PADRE CICERO, 431;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;dezembro;30;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;23:10;REDINHA;R RENASCER, Nº 109 - ALTO DA TORRE;MASCULINO;BRANCA;22;NI;NI;ARMA DE FOGO;novembro;3;segunda-feira;ADULTO;23;NOTURNO
HOMICIDIO;18:00;REDINHA;R ULYSSES GUIMARAES;FEMININO;BRANCA;42;DESEMPREGADO;NI;ARMA DE FOGO;setembro;30;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;REDINHA;TRVESSA BEBERIBE S/N;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;agosto;11;segunda-feira;ADOLESCENTE;21;NOTURNO
HOMICIDIO;20:44;REDINHA;VIA PUBLICA - ALTO DA TORRE;MASCULINO;BRANCA;21;DESOCUPADO(A);NI;ARMA DE FOGO;fevereiro;27;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;19:03;REDINHA;R DAS PRIMULAS,EM FRENTE A CASA DE N/215, ALTO DA TORRE;MASCULINO;PARDA;44;EMPRESARIO(A);SUPERIOR;ARMA DE FOGO;agosto;11;segunda-feira;ADULTO;19;NOTURNO
HOMICIDIO;18:00;RIBEIRA;LARGO DA RIBEIRA - EM FRENTE A RDRIA VELHA;MASCULINO;PARDA;36;DESEMPREGADO;NI;ARMA BRANCA;abril;28;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;19:08;ROCAS;AV BELO HORIZONTE;MASCULINO;NEGRA;22;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;25;segunda-feira;ADULTO;19;NOTURNO
LATROCINIO;10:15;ROCAS;R SAO PEDRO, Nº 56 - MERCADINHO NAS ROCAS ;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;4;segunda-feira;ADULTO;10;MATUTINO
HOMICIDIO;16:44;ROCAS;R TEOTONIO FREIRE Nº 08;MASCULINO;BRANCA;34;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;27;terça-feira;ADULTO;17;VESPERTINO
HOMICIDIO;18:15;ROCAS;"R TEOTONIO FREIRE Nº 8""B"" EM FRENTE A RESIDENCIA";MASCULINO;BRANCA;35;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;21;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:15;ROCAS;BAR DO CHIQUINHO, PRACA LIONS CLUB, S/N;MASCULINO;NEGRA;32;NI;NI;ARMA DE FOGO;junho;28;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;ROCAS;BAR DO CHIQUINHO, PRACA LIONS CLUB, S/N;MASCULINO;BRANCA;48;NI;NI;ARMA DE FOGO;junho;28;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;ROCAS;PRACA IRMA VITORIA;MASCULINO;NEGRA;32;DESEMPREGADO;NI;ARMA DE FOGO;maio;31;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;NI;ROCAS;PRACA SAO JOAO DE DEUS - EM FRENTE AO HOSPESC;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;fevereiro;5;quarta-feira;ADULTO;NI;NI
HOMICIDIO;19:05;ROCAS;R DA ESPERANCA;MASCULINO;NEGRA;20;NI;NI;ARMA DE FOGO;junho;28;sábado;ADULTO;19;NOTURNO
HOMICIDIO;14:45;ROCAS;R DO MOTOR;MASCULINO;BRANCA;20;NI;NI;ARMA DE FOGO;maio;28;quarta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;20:02;ROCAS;R FRANCISCO BICALHO;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;novembro;29;sábado;ADULTO;20;NOTURNO
HOMICIDIO;12:50;ROCAS;R SAO SEBASTIAO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;julho;25;sexta-feira;ADOLESCENTE;13;VESPERTINO
HOMICIDIO;20:25;ROCAS;TV 04 DE FEVEREIRO;MASCULINO;PARDA;22;PESCADOR;NI;ARMA DE FOGO;julho;4;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;NI;ROCAS;TV FLORESTA - MURIUN;MASCULINO;NEGRA;31;VENDEDOR AMBULANTE;NI;ARMA DE FOGO;maio;26;segunda-feira;ADULTO;NI;NI
HOMICIDIO;23:35;SANTOS REIS;TV SAO FRANCISCO Nº25 EM FRENTE A RESIDENCIA - BRASILIA TEIMOSA;MASCULINO;PARDA;20;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;11;domingo;ADULTO;24;NOTURNO
HOMICIDIO;15:43;SANTOS REIS;R SAO DOMINGOS S/N BRASILIA TEIMOSA;MASCULINO;PARDA;47;NI;NI;ARMA BRANCA;novembro;6;quinta-feira;ADULTO;16;VESPERTINO
HOMICIDIO;17:09;SANTOS REIS;R DA ESPERANCA;MASCULINO;NEGRA;22;DESEMPREGADO;NI;ARMA DE FOGO;outubro;12;domingo;ADULTO;17;VESPERTINO
HOMICIDIO;19:44;TIROL;R AFONSO PENA (EM FRENTE AO PAPI);MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;24;sábado;ADULTO;20;NOTURNO
HOMICIDIO;18:15;TIROL;AV RODRIGUES ALVES;MASCULINO;BRANCA;29;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;19;domingo;ADULTO;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;TIROL;HOSPITAL WALFREDO GURGEL ;MASCULINO;PARDA;36;NI;NI;ARMA DE FOGO;dezembro;20;sábado;ADULTO;21;NOTURNO
